affiliation_key,affiliation_variant,group_key,source
icrs-a-00595,"Universidad Nacional Autónoma de México, Mexico",universidad nacional autónoma de méxico|mexico,delegate_list|display_alias|programme
icrs-a-00596,"Universidade do Estado do Rio de Janeiro, Brazil",universidade do estado do rio de janeiro|brazil,delegate_list|geocode_csv|programme
icrs-a-00597,"Universidade Estadual Do Norte Fluminense, Brazil",universidade estadual do norte fluminense|brazil,delegate_list|geocode_csv|programme
icrs-a-00598,"Universidade Federal de Santa Catarina, Brazil",universidade federal de santa catarina|brazil,delegate_list|geocode_csv|programme
icrs-a-00599,"Universidade Federal do Rio de Janeiro, Brazil",universidade federal do rio de janeiro|brazil,delegate_list|geocode_csv|programme
icrs-a-00600,Universidade Federal do Rio Grande do Norte,universidade federal do rio grande do norte|brazil,display_alias
icrs-a-00600,"Universidade Federal do Rio Grande do Norte, Brazil",universidade federal do rio grande do norte|brazil,delegate_list|display_alias|geocode_csv|programme
icrs-a-00601,"Universidade Federal Fluminense, Brazil",universidade federal fluminense|brazil,delegate_list|geocode_csv|programme
icrs-a-00602,Universidade Lurio,universidade lúrio|mozambique,display_alias
icrs-a-00602,Universidade Lúrio,universidade lúrio|mozambique,display_alias
icrs-a-00602,"Universidade Lúrio, Mozambique",universidade lúrio|mozambique,delegate_list|display_alias|geocode_csv|programme
icrs-a-00603,"Universitas Indonesia, Indonesia",universitas indonesia|indonesia,delegate_list|geocode_csv
icrs-a-00604,Universitat de Barcelona,universitat de barcelona|,programme
icrs-a-00605,"Universiti Kebangsaan Malaysia, Malaysia",universiti kebangsaan malaysia|malaysia,delegate_list|geocode_csv|programme
icrs-a-00606,"Universiti Malaysia Terengganu, Malaysia",universiti malaysia terengganu|malaysia,delegate_list|geocode_csv|programme
icrs-a-00607,"Universiti Sains Malaysia, Malaysia",universiti sains malaysia|malaysia,delegate_list|geocode_csv|programme
icrs-a-00608,"University at Buffalo, United States",university at buffalo|united states,delegate_list|geocode_csv
icrs-a-00609,"University College London, United Kingdom",university college london|united kingdom,delegate_list|geocode_csv|programme
icrs-a-00610,"University Heidelberg, Germany",university heidelberg|germany,delegate_list|geocode_csv|programme
icrs-a-00611,University of Alabama - Birmingham,university of alabama at birmingham|united states,display_alias
icrs-a-00611,"University of Alabama - Birmingham, United States",university of alabama at birmingham|united states,delegate_list|geocode_csv
icrs-a-00611,University of Alabama at Birmingham,university of alabama at birmingham|united states,display_alias
icrs-a-00611,"University of Alabama at Birmingham, United States",university of alabama at birmingham|united states,display_alias|programme
icrs-a-00612,University of Alabama,university of alabama|united states,display_alias
icrs-a-00612,"University of Alabama, United States",university of alabama|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00613,University of Alberta,university of alberta|canada,display_alias
icrs-a-00613,"University of Alberta, Canada",university of alberta|canada,delegate_list|display_alias|geocode_csv|programme
icrs-a-00614,"University of Amsterdam, Netherlands",university of amsterdam|netherlands,delegate_list|geocode_csv|programme
icrs-a-00615,"University of Antsiranana, Madagascar",university of antsiranana|madagascar,delegate_list|geocode_csv|programme
icrs-a-00616,University of Arizona,university of arizona|united states,display_alias
icrs-a-00616,"University of Arizona, United States",university of arizona|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00617,"University of Auckland, Indonesia",university of auckland|indonesia,delegate_list|geocode_csv|programme
icrs-a-00618,"University of Auckland, New Zealand",university of auckland|new zealand,delegate_list|geocode_csv|programme
icrs-a-00619,"University of Basel, Switzerland",university of basel|switzerland,delegate_list|geocode_csv|programme
icrs-a-00620,"University of Belize, Belize",university of belize|belize,delegate_list|geocode_csv|programme
icrs-a-00621,"University of Bologna, Colombia",university of bologna|colombia,delegate_list|geocode_csv|programme
icrs-a-00622,"University of Bologna, Italy",university of bologna|italy,delegate_list|geocode_csv
icrs-a-00623,"University of Bremen, Germany",university of bremen|germany,delegate_list|geocode_csv|programme
icrs-a-00624,University of Bristol,university of bristol|united kingdom,display_alias
icrs-a-00624,"University of Bristol, United Kingdom",university of bristol|united kingdom,delegate_list|display_alias|geocode_csv|programme
icrs-a-00625,"University of British Columbia, Canada",university of british columbia|canada,delegate_list|geocode_csv|programme
icrs-a-00626,University of Berkeley,university of california - berkeley|,programme
icrs-a-00627,"University of California - Berkeley, India",university of california - berkeley|india,delegate_list|geocode_csv|programme
icrs-a-00628,University of Berkeley,university of california - berkeley|united states,display_alias
icrs-a-00628,University of California - Berkeley,university of california - berkeley|united states,display_alias
icrs-a-00628,"University of California - Berkeley, India",university of california - berkeley|united states,display_alias
icrs-a-00628,"University of California - Berkeley, United States",university of california - berkeley|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00629,"University of California - Davis, United States",university of california - davis|united states,delegate_list|geocode_csv|programme
icrs-a-00630,"University of California - Irvine, United States",university of california - irvine|united states,delegate_list|geocode_csv
icrs-a-00631,University of California - Los Angeles,university of california - los angeles|united states,display_alias
icrs-a-00631,"University of California - Los Angeles, United States",university of california - los angeles|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00632,"University of California - Merced, United States",university of california - merced|united states,delegate_list|geocode_csv|programme
icrs-a-00633,"University of California - Riverside, United States",university of california - riverside|united states,delegate_list|geocode_csv|programme
icrs-a-00634,University of California - San Diego,university of california - san diego|united states,display_alias
icrs-a-00634,"University of California - San Diego, United States",university of california - san diego|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00635,University of California - Santa Barbara,university of california - santa barbara|united states,display_alias
icrs-a-00635,"University of California - Santa Barbara, United States",university of california - santa barbara|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00636,"University of California - Santa Cruz, United States",university of california - santa cruz|united states,delegate_list|geocode_csv|programme
icrs-a-00637,University of Cambridge,university of cambridge|united kingdom,display_alias
icrs-a-00637,"University of Cambridge, United Kingdom",university of cambridge|united kingdom,delegate_list|display_alias|geocode_csv|programme
icrs-a-00638,"University Of Canterbury, New Zealand",university of canterbury|new zealand,delegate_list|geocode_csv
icrs-a-00638,"University of Canterbury, New Zealand",university of canterbury|new zealand,delegate_list
icrs-a-00639,"University of Chicago, United States",university of chicago|united states,delegate_list|geocode_csv|programme
icrs-a-00640,"University of Copenhagen, Denmark",university of copenhagen|denmark,delegate_list|geocode_csv|programme
icrs-a-00641,"University of Dar Es Salaam, Tanzania, United Republic of","university of dar es salaam|tanzania, united republic of",delegate_list|geocode_csv|programme
icrs-a-00642,"University of Delaware, United States",university of delaware|united states,delegate_list|geocode_csv|programme
icrs-a-00643,University of Derby,university of derby|united kingdom,display_alias
icrs-a-00643,"University of Derby, United Kingdom",university of derby|united kingdom,delegate_list|display_alias|geocode_csv|programme
icrs-a-00644,"University of Exeter, United Kingdom",university of exeter|united kingdom,delegate_list|geocode_csv|programme
icrs-a-00645,"University of Florida, United States",university of florida|united states,delegate_list|geocode_csv|programme
icrs-a-00646,"University of Geneva, Switzerland",university of geneva|switzerland,delegate_list|geocode_csv|programme
icrs-a-00647,"University of Georgia, United States",university of georgia|united states,delegate_list|geocode_csv|programme
icrs-a-00648,"University of Guam, Guam",university of guam|guam,delegate_list|geocode_csv|programme
icrs-a-00649,University of Guam,university of guam|united states,display_alias
icrs-a-00649,"University of Guam, Guam",university of guam|united states,display_alias
icrs-a-00649,"University of Guam, United States",university of guam|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00650,"University of Haifa, Israel",university of haifa|israel,delegate_list|geocode_csv|programme
icrs-a-00651,University of Hawaiʻi at Hilo,university of hawaiʻi - hilo|,programme
icrs-a-00652,University of Hawai'i - Hilo,university of hawaiʻi - hilo|united states,display_alias
icrs-a-00652,"University of Hawai'i - Hilo, United States",university of hawaiʻi - hilo|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00652,University of Hawaii - Hilo,university of hawaiʻi - hilo|united states,display_alias
icrs-a-00652,University of Hawaii at Hilo,university of hawaiʻi - hilo|united states,display_alias
icrs-a-00652,University of Hawaiʻi - Hilo,university of hawaiʻi - hilo|united states,display_alias
icrs-a-00652,"University of Hawaiʻi - Hilo, United States",university of hawaiʻi - hilo|united states,delegate_list|display_alias|geocode_csv
icrs-a-00652,University of Hawaiʻi at Hilo,university of hawaiʻi - hilo|united states,display_alias
icrs-a-00653,University of Hawai'i - Maui College,university of hawaiʻi - maui college|,display_alias
icrs-a-00653,"University of Hawai'i - Maui College, United States",university of hawaiʻi - maui college|,display_alias
icrs-a-00653,University of Hawaiʻi - Maui College,university of hawaiʻi - maui college|,display_alias
icrs-a-00654,"University of Hawai'i - Maui College, United States",university of hawaiʻi - maui college|united states,delegate_list|geocode_csv
icrs-a-00655,"University of Hawai'i - Mānoa, Palau",university of hawaiʻi - mānoa|palau,delegate_list|geocode_csv|programme
icrs-a-00656,"University of Hawai'i - Mānoa, Philippines",university of hawaiʻi - mānoa|philippines,delegate_list|geocode_csv|programme
icrs-a-00657,University of Hawai'i - Manoa,university of hawaiʻi - mānoa|united states,display_alias
icrs-a-00657,University of Hawai'i - Mānoa,university of hawaiʻi - mānoa|united states,display_alias
icrs-a-00657,"University of Hawai'i - Mānoa, Palau",university of hawaiʻi - mānoa|united states,display_alias
icrs-a-00657,"University of Hawai'i - Mānoa, Philippines",university of hawaiʻi - mānoa|united states,display_alias
icrs-a-00657,"University of Hawai'i - Mānoa, United States",university of hawaiʻi - mānoa|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00657,University of Hawaii - Manoa,university of hawaiʻi - mānoa|united states,display_alias
icrs-a-00657,University of Hawaiʻi - Mānoa,university of hawaiʻi - mānoa|united states,display_alias
icrs-a-00657,"University of Hawaiʻi - Mānoa, United States",university of hawaiʻi - mānoa|united states,delegate_list|display_alias|geocode_csv
icrs-a-00657,University of Hawai‘i - Mānoa,university of hawaiʻi - mānoa|united states,display_alias
icrs-a-00657,"University of Hawai‘i - Mānoa, United States",university of hawaiʻi - mānoa|united states,delegate_list|geocode_csv|programme
icrs-a-00658,University of Hawai'i,university of hawaiʻi|united states,display_alias
icrs-a-00658,"University of Hawai'i, United States",university of hawaiʻi|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00658,University of Hawaii,university of hawaiʻi|united states,display_alias
icrs-a-00658,University of Hawaiʻi,university of hawaiʻi|united states,display_alias
icrs-a-00658,"University of Hawaiʻi, United States",university of hawaiʻi|united states,delegate_list|display_alias|geocode_csv
icrs-a-00659,University of Hong Kong,university of hong kong|hong kong,display_alias
icrs-a-00659,"University of Hong Kong, Hong Kong",university of hong kong|hong kong,delegate_list|display_alias|geocode_csv|programme
icrs-a-00660,"University of Konstanz, Cuba",university of konstanz|cuba,delegate_list|geocode_csv
icrs-a-00661,"University of Konstanz, Germany",university of konstanz|germany,delegate_list|geocode_csv|programme
icrs-a-00662,University of Leeds,university of leeds|united kingdom,display_alias
icrs-a-00662,"University of Leeds, United Kingdom",university of leeds|united kingdom,delegate_list|display_alias|geocode_csv|programme
icrs-a-00663,"University of Leicester, United Kingdom",university of leicester|united kingdom,delegate_list|geocode_csv|programme
icrs-a-00664,University of Lisbon,university of lisbon|portugal,display_alias
icrs-a-00664,"University of Lisbon, Portugal",university of lisbon|portugal,delegate_list|display_alias|geocode_csv|programme
icrs-a-00665,University of Liege,university of liège|belgium,display_alias
icrs-a-00665,"University of Liege, Belgium",university of liège|belgium,display_alias|programme
icrs-a-00665,University of Liège,university of liège|belgium,display_alias
icrs-a-00665,"University of Liège, Belgium",university of liège|belgium,delegate_list|display_alias|geocode_csv|programme
icrs-a-00666,"University Of Maine, Presque Isle; University of Southern California, Los Angeles","university of maine, presque isle; university of southern california, los angeles|united states",display_alias
icrs-a-00666,"University Of Maine, Presque Isle; University of Southern California, Los Angeles, United States","university of maine, presque isle; university of southern california, los angeles|united states",delegate_list|display_alias|geocode_csv|programme
icrs-a-00667,University of Maryland Center for Environmental Sciences- Institute of Marine and Environmental Technology,university of maryland|,programme
icrs-a-00668,University of Maryland Center for Environmental Sciences- Institute of Marine and Environmental Technology,university of maryland|united states,display_alias
icrs-a-00668,"University of Maryland Center for Environmental Sciences- Institute of Marine and Environmental Technology, United States",university of maryland|united states,display_alias
icrs-a-00668,"University of Maryland, United States",university of maryland|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00669,"University of Massachusetts - Boston, United States",university of massachusetts - boston|united states,delegate_list|geocode_csv|programme
icrs-a-00670,"University of Massachusetts Lowell, United States",university of massachusetts lowell|united states,delegate_list|geocode_csv|programme
icrs-a-00671,"University of Mataram, Indonesia",university of mataram|indonesia,delegate_list|geocode_csv|programme
icrs-a-00672,University Of Mauritius,university of mauritius|mauritius,display_alias
icrs-a-00672,"University Of Mauritius, Mauritius",university of mauritius|mauritius,delegate_list|display_alias|geocode_csv|programme
icrs-a-00672,University of Mauritius,university of mauritius|mauritius,display_alias
icrs-a-00672,"University of Mauritius, Mauritius",university of mauritius|mauritius,delegate_list|display_alias|programme
icrs-a-00673,University of Melbourne,university of melbourne|australia,display_alias
icrs-a-00673,"University of Melbourne, Australia",university of melbourne|australia,delegate_list|display_alias|geocode_csv|programme
icrs-a-00674,"University of Miami / NOAA, United States",university of miami / noaa|united states,delegate_list|geocode_csv|programme
icrs-a-00675,"University Of Miami Rosenstiel School of Marine,, United States",university of miami rosenstiel school of marine|united states,delegate_list|geocode_csv|programme
icrs-a-00676,"University Of Miami, CIMAS","university of miami, cimas|united states",display_alias|geocode_csv
icrs-a-00676,"University Of Miami, CIMAS, United States","university of miami, cimas|united states",delegate_list|display_alias|geocode_csv|programme
icrs-a-00676,"University of Miami, CIMAS","university of miami, cimas|united states",display_alias
icrs-a-00677,University Of Miami,university of miami|united states,display_alias
icrs-a-00677,"University Of Miami, United States",university of miami|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00677,University of Miami,university of miami|united states,display_alias
icrs-a-00677,"University of Miami, United States",university of miami|united states,delegate_list|display_alias|programme
icrs-a-00678,University Of Michigan,university of michigan|united states,display_alias
icrs-a-00678,"University Of Michigan, United States",university of michigan|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00678,University of Michigan,university of michigan|united states,display_alias
icrs-a-00678,"University of Michigan - Ann Arbor, United States",university of michigan|united states,delegate_list|geocode_csv
icrs-a-00678,"University of Michigan, United States",university of michigan|united states,delegate_list|display_alias|programme
icrs-a-00679,University of Milan-Bicocca,university of milano - bicocca|,programme
icrs-a-00680,University Of Milano-bicocca,university of milano - bicocca|italy,display_alias
icrs-a-00680,"University Of Milano-bicocca, Italy",university of milano - bicocca|italy,delegate_list|display_alias|geocode_csv|programme
icrs-a-00680,University of Milan-Bicocca,university of milano - bicocca|italy,display_alias
icrs-a-00680,University of Milano - Bicocca,university of milano - bicocca|italy,display_alias
icrs-a-00680,"University of Milano - Bicocca, Italy",university of milano - bicocca|italy,delegate_list|display_alias|geocode_csv|programme
icrs-a-00680,University of Milano-Bicocca,university of milano - bicocca|italy,display_alias
icrs-a-00680,"University of Milano-Bicocca, Italy",university of milano - bicocca|italy,delegate_list|display_alias|programme
icrs-a-00680,University of Milano-bicocca,university of milano - bicocca|italy,display_alias
icrs-a-00681,"University of Mississippi, United States",university of mississippi|united states,delegate_list|geocode_csv|programme
icrs-a-00682,"University of Miyazaki, Japan",university of miyazaki|japan,delegate_list|geocode_csv|programme
icrs-a-00683,"University Of Mons, Belgium",university of mons|belgium,display_alias|geocode_csv
icrs-a-00683,"University Of Mons, Belgium, Belgium",university of mons|belgium,delegate_list|geocode_csv|programme
icrs-a-00683,University of Mons,university of mons|belgium,display_alias
icrs-a-00683,"University of Mons, Belgium",university of mons|belgium,display_alias
icrs-a-00684,"University of Moratuwa, Sri Lanka",university of moratuwa|sri lanka,delegate_list|geocode_csv|programme
icrs-a-00685,"University of New Caledonia, New Caledonia",university of new caledonia|new caledonia,delegate_list|geocode_csv|programme
icrs-a-00686,"University of New Hampshire, United States",university of new hampshire|united states,delegate_list|geocode_csv|programme
icrs-a-00687,"University of New South Wales - Sydney, Australia",university of new south wales - sydney|australia,delegate_list|geocode_csv|programme
icrs-a-00688,University of New South Wales,university of new south wales|australia,display_alias
icrs-a-00688,"University of New South Wales, Australia",university of new south wales|australia,delegate_list|display_alias|geocode_csv|programme
icrs-a-00689,"University Of Newcastle, Australia",university of newcastle|australia,delegate_list
icrs-a-00689,"University of Newcastle, Australia",university of newcastle|australia,delegate_list|geocode_csv|programme
icrs-a-00690,University of North Carolina - Wilmington,university of north carolina - wilmington|united states,display_alias
icrs-a-00690,"University of North Carolina - Wilmington, United States",university of north carolina - wilmington|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00691,Oldenburg University,university of oldenburg|germany,display_alias
icrs-a-00691,"Oldenburg University, Germany",university of oldenburg|germany,delegate_list|display_alias|geocode_csv|programme
icrs-a-00691,University of Oldenburg,university of oldenburg|germany,display_alias
icrs-a-00691,"University of Oldenburg, Germany",university of oldenburg|germany,delegate_list|display_alias|geocode_csv|programme
icrs-a-00692,"University of Otago, Fiji",university of otago|fiji,delegate_list|geocode_csv
icrs-a-00693,Otago University,university of otago|new zealand,display_alias
icrs-a-00693,"Otago University, New Zealand",university of otago|new zealand,delegate_list|display_alias|geocode_csv|programme
icrs-a-00693,University of Otago,university of otago|new zealand,display_alias
icrs-a-00693,"University of Otago, Fiji",university of otago|new zealand,display_alias
icrs-a-00693,"University of Otago, New Zealand",university of otago|new zealand,delegate_list|display_alias|geocode_csv|programme
icrs-a-00694,"University of Oxford, United Kingdom",university of oxford|united kingdom,delegate_list|geocode_csv|programme
icrs-a-00695,Pattimura University,university of pattimura|indonesia,display_alias
icrs-a-00695,"Pattimura University, Indonesia",university of pattimura|indonesia,delegate_list|display_alias|geocode_csv|programme
icrs-a-00695,University of Pattimura,university of pattimura|indonesia,display_alias
icrs-a-00695,"University of Pattimura, Indonesia",university of pattimura|indonesia,delegate_list|display_alias|geocode_csv|programme
icrs-a-00696,"University of Pennsylvania, United States",university of pennsylvania|united states,delegate_list|geocode_csv|programme
icrs-a-00697,"University of Perpignan - Domitia, France",university of perpignan - domitia|france,delegate_list|geocode_csv|programme
icrs-a-00698,University of Plymouth,university of plymouth|united kingdom,display_alias
icrs-a-00698,"University of Plymouth, United Kingdom",university of plymouth|united kingdom,delegate_list|display_alias|geocode_csv|programme
icrs-a-00699,Faculty Of Engineering - University Of Porto,university of porto|portugal,display_alias
icrs-a-00699,"Faculty Of Engineering - University Of Porto, Portugal",university of porto|portugal,delegate_list|display_alias
icrs-a-00699,Faculty of Engineering - University of Porto,university of porto|portugal,display_alias
icrs-a-00699,"Faculty of Engineering - University of Porto, Portugal",university of porto|portugal,delegate_list|display_alias|geocode_csv
icrs-a-00699,University of Porto,university of porto|portugal,display_alias
icrs-a-00699,"University of Porto, Portugal",university of porto|portugal,delegate_list|geocode_csv|programme
icrs-a-00700,University of Puerto Rico - Mayaguez,university of puerto rico at mayagüez|,programme
icrs-a-00701,"University of Puerto Rico - Mayagüez, Puerto Rico",university of puerto rico at mayagüez|puerto rico,delegate_list|geocode_csv|programme
icrs-a-00702,University of Puerto Rico - Mayaguez,university of puerto rico at mayagüez|united states,display_alias
icrs-a-00702,University of Puerto Rico - Mayagüez,university of puerto rico at mayagüez|united states,display_alias
icrs-a-00702,"University of Puerto Rico - Mayagüez, Puerto Rico",university of puerto rico at mayagüez|united states,display_alias
icrs-a-00702,University of Puerto Rico at Mayaguez,university of puerto rico at mayagüez|united states,display_alias
icrs-a-00702,"University of Puerto Rico at Mayaguez, United States",university of puerto rico at mayagüez|united states,display_alias|programme
icrs-a-00702,University of Puerto Rico at Mayagüez,university of puerto rico at mayagüez|united states,display_alias
icrs-a-00702,"University of Puerto Rico at Mayagüez, United States",university of puerto rico at mayagüez|united states,delegate_list|display_alias|geocode_csv
icrs-a-00703,"University Of Queensland, Australia",university of queensland|australia,delegate_list|programme
icrs-a-00703,"University of Queensland, Australia",university of queensland|australia,delegate_list|geocode_csv|programme
icrs-a-00704,"University of Queensland, Colombia",university of queensland|colombia,delegate_list|geocode_csv
icrs-a-00705,"University of Queensland, Malaysia",university of queensland|malaysia,delegate_list|geocode_csv
icrs-a-00706,"University of Queensland, Philippines",university of queensland|philippines,delegate_list|geocode_csv|programme
icrs-a-00707,University of Rhode Island,university of rhode island|united states,display_alias
icrs-a-00707,"University of Rhode Island, United States",university of rhode island|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00708,"University of Salento, Italy",university of salento|italy,delegate_list|geocode_csv|programme
icrs-a-00709,"University of Salzburg, Bolivia, Plurinational State of","university of salzburg|bolivia, plurinational state of",delegate_list|geocode_csv
icrs-a-00710,"University of San Diego, United States",university of san diego|united states,delegate_list|geocode_csv|programme
icrs-a-00711,"University of South Carolina - Chapel Hill, United States",university of south carolina - chapel hill|united states,delegate_list|geocode_csv|programme
icrs-a-00712,University of South Carolina - Beaufort,university of south carolina beaufort|united states,display_alias
icrs-a-00712,"University of South Carolina - Beaufort, United States",university of south carolina beaufort|united states,delegate_list|display_alias|geocode_csv
icrs-a-00712,University of South Carolina Beaufort,university of south carolina beaufort|united states,display_alias
icrs-a-00712,University of South Carolina Beaufort - Beaufort,university of south carolina beaufort|united states,display_alias
icrs-a-00712,University of South Carolina Beaufort - Beaufort Campus,university of south carolina beaufort|united states,display_alias
icrs-a-00712,"University of South Carolina Beaufort, United States",university of south carolina beaufort|united states,delegate_list|display_alias|geocode_csv
icrs-a-00713,"University of South Florida, United States",university of south florida|united states,delegate_list|geocode_csv|programme
icrs-a-00714,"University of Southampton, United Kingdom",university of southampton|united kingdom,delegate_list|geocode_csv|programme
icrs-a-00715,University of Southern California,university of southern california|united states,display_alias
icrs-a-00715,"University of Southern California, United States",university of southern california|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00716,"University of St Andrews, Netherlands",university of st andrews|netherlands,delegate_list|geocode_csv|programme
icrs-a-00717,University Of Sydney,university of sydney|australia,display_alias
icrs-a-00717,University of Sydney,university of sydney|australia,display_alias
icrs-a-00717,"University of Sydney, Australia",university of sydney|australia,delegate_list|display_alias|geocode_csv|programme
icrs-a-00718,University of Sao Paulo,university of são paulo|brazil,display_alias
icrs-a-00718,University of São Paulo,university of são paulo|brazil,display_alias
icrs-a-00718,"University of São Paulo, Brazil",university of são paulo|brazil,delegate_list|display_alias|geocode_csv|programme
icrs-a-00719,"University of Tasmania, Australia",university of tasmania|australia,delegate_list|geocode_csv|programme
icrs-a-00720,University of Technology Sydney,university of technology sydney|australia,display_alias
icrs-a-00720,"University of Technology Sydney, Australia",university of technology sydney|australia,delegate_list|display_alias|geocode_csv|programme
icrs-a-00721,"University of Texas - Arlington, United States",university of texas - arlington|united states,delegate_list|geocode_csv|programme
icrs-a-00722,University of Texas - Austin,university of texas - austin|united states,display_alias
icrs-a-00722,"University of Texas - Austin, United States",university of texas - austin|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00723,University of Texas - Tyler,university of texas - tyler|,programme
icrs-a-00724,University of the Philippines - Cebu,university of the philippines - cebu|,programme
icrs-a-00725,University Of The Philippines - Diliman,university of the philippines - diliman|philippines,display_alias
icrs-a-00725,"University Of The Philippines - Diliman, Philippines",university of the philippines - diliman|philippines,delegate_list|display_alias|programme
icrs-a-00725,University of The Philippines - Diliman,university of the philippines - diliman|philippines,display_alias
icrs-a-00725,"University of The Philippines - Diliman, Philippines",university of the philippines - diliman|philippines,delegate_list|display_alias
icrs-a-00725,University of the Philippines - Diliman,university of the philippines - diliman|philippines,display_alias
icrs-a-00725,"University of the Philippines - Diliman, Philippines",university of the philippines - diliman|philippines,delegate_list|display_alias|geocode_csv|programme
icrs-a-00726,University of the Philippines,university of the philippines|philippines,display_alias
icrs-a-00726,"University of the Philippines, Philippines",university of the philippines|philippines,delegate_list|display_alias|geocode_csv|programme
icrs-a-00727,"University Of The Ryukyus, Japan",university of the ryukyus|japan,delegate_list|geocode_csv|programme
icrs-a-00727,"University of the Ryukyus, Japan",university of the ryukyus|japan,delegate_list|programme
icrs-a-00728,"University Of The Ryukyus, Maldives",university of the ryukyus|maldives,delegate_list|geocode_csv|programme
icrs-a-00729,"University Of The Ryukyus, Philippines",university of the ryukyus|philippines,delegate_list|geocode_csv
icrs-a-00730,"University Of The South Pacific, Fiji",university of the south pacific|fiji,delegate_list|programme
icrs-a-00730,"University of the South Pacific, Fiji",university of the south pacific|fiji,delegate_list|geocode_csv|programme
icrs-a-00731,University Of The South Pacific,university of the south pacific|vanuatu,display_alias
icrs-a-00731,"University Of The South Pacific, Fiji",university of the south pacific|vanuatu,display_alias
icrs-a-00731,"University Of The South Pacific, Vanuatu",university of the south pacific|vanuatu,delegate_list|display_alias|geocode_csv
icrs-a-00731,University of the South Pacific,university of the south pacific|vanuatu,display_alias
icrs-a-00731,"University of the South Pacific, Fiji",university of the south pacific|vanuatu,display_alias
icrs-a-00732,"Universidad San Francisco de Quito, Ecuador",university of the virgin islands|ecuador,delegate_list|geocode_csv
icrs-a-00732,"University of the Virgin Islands, Ecuador",university of the virgin islands|ecuador,programme
icrs-a-00733,University of the Virgin Islands,university of the virgin islands|united states,display_alias
icrs-a-00733,"University of the Virgin Islands, United States",university of the virgin islands|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00734,University of the Virgin Islands,university of the virgin islands|united states virgin islands,display_alias
icrs-a-00734,University of the Virgin Islands Virgin Islands (U.S.),university of the virgin islands|united states virgin islands,display_alias
icrs-a-00734,"University of the Virgin Islands Virgin Islands (U.S.), Australia",university of the virgin islands|united states virgin islands,display_alias
icrs-a-00734,"University of the Virgin Islands Virgin Islands (U.S.), Brazil",university of the virgin islands|united states virgin islands,display_alias
icrs-a-00734,"University of the Virgin Islands Virgin Islands (U.S.), Ecuador",university of the virgin islands|united states virgin islands,display_alias
icrs-a-00734,"University of the Virgin Islands Virgin Islands (U.S.), New Zealand",university of the virgin islands|united states virgin islands,display_alias
icrs-a-00734,"University of the Virgin Islands Virgin Islands (U.S.), United States",university of the virgin islands|united states virgin islands,display_alias
icrs-a-00734,"University of the Virgin Islands, United States Virgin Islands",university of the virgin islands|united states virgin islands,delegate_list|geocode_csv|programme
icrs-a-00735,"University of the West Indies, Antigua and Barbuda",university of the west indies|antigua and barbuda,delegate_list|geocode_csv|programme
icrs-a-00736,University of Tokyo,university of tokyo|japan,display_alias
icrs-a-00736,"University of Tokyo, Japan",university of tokyo|japan,delegate_list|display_alias|geocode_csv|programme
icrs-a-00737,"University of Toliara, Madagascar",university of toliara|madagascar,delegate_list|geocode_csv|programme
icrs-a-00738,"University of Toronto, Canada",university of toronto|canada,delegate_list|geocode_csv|programme
icrs-a-00739,"University of Victoria, Canada",university of victoria|canada,delegate_list|geocode_csv|programme
icrs-a-00740,"University of Waikato, New Zealand",university of waikato|new zealand,delegate_list|geocode_csv|programme
icrs-a-00741,"University of Warsaw, Poland",university of warsaw|poland,delegate_list|geocode_csv|programme
icrs-a-00742,"University of Warwick, United Kingdom",university of warwick|united kingdom,delegate_list|geocode_csv|programme
icrs-a-00743,"University of Washington, United States",university of washington|united states,delegate_list|geocode_csv|programme
icrs-a-00744,The University Of Western Australia,university of western australia|australia,display_alias
icrs-a-00744,"The University Of Western Australia, Australia",university of western australia|australia,delegate_list|display_alias|geocode_csv
icrs-a-00744,University of Western Australia,university of western australia|australia,display_alias
icrs-a-00744,"University of Western Australia, Australia",university of western australia|australia,delegate_list|display_alias|geocode_csv|programme
icrs-a-00744,"University of Western Australia, New Zealand",university of western australia|australia,display_alias
icrs-a-00744,the University of Western Australia,university of western australia|australia,display_alias
icrs-a-00745,"University of Western Australia, New Zealand",university of western australia|new zealand,delegate_list|geocode_csv|programme
icrs-a-00746,"University of Wisconsin - Green Bay, United States",university of wisconsin - green bay|united states,delegate_list|geocode_csv|programme
